event_id,mt_id,time,velocity,equilibrium_density,number_of_ase1_gauss,number_of_ase1_exp,decay_lengthscale,condition,timepoint,event_nb
1nM_314,,0.0,,0.0057540000000000004,26.11399657437635,26.62637978194025,5.40114448618462,1nM,0,0
1nM_314,,2.6,312.869866107274,0.0057540000000000004,24.078353855608977,23.36958254243565,35.2396579229349,1nM,1,0
1nM_314,,5.2,224.140449159568,0.0057540000000000004,20.750293732356557,19.90953682369965,38.3403234630868,1nM,2,0
1nM_314,,5.2,347.618361142287,0.0057540000000000004,6.816948905837117,4.407755714514357,110.209130304946,1nM,3,0
1nM_314,,7.8,319.81929676276,0.0057540000000000004,16.2477900440693,14.655891632247785,58.7120039578286,1nM,4,0
1nM_314,,10.4,218.951720893925,0.0057540000000000004,16.745431441203483,12.678091612236877,184.993131095226,1nM,5,0
1nM_315,,0.0,,0.0057540000000000004,,,,1nM,0,1
1nM_315,,2.6,,0.0057540000000000004,15.93073961924624,13.538382337395673,112.266159558507,1nM,1,1
1nM_315,,5.2,375.927711065031,0.0057540000000000004,19.561513665364277,18.316612242839135,72.1669192767912,1nM,2,1
1nM_315,,7.8,353.678925461897,0.0057540000000000004,41.18803941734801,34.20214587466761,121.038168981027,1nM,3,1
1nM_315,,10.4,242.674001129445,0.0057540000000000004,29.371311155410975,25.75599479804109,128.732190850948,1nM,4,1
1nM_315,,13.0,228.011131022706,0.0057540000000000004,17.296740261715108,14.09730115659291,78.6827744349469,1nM,5,1
1nM_315,,15.6,210.960649680159,0.0057540000000000004,22.8641198038081,16.259538523179245,95.2985917562559,1nM,6,1
1nM_315,,18.2,223.990550563435,0.0057540000000000004,26.46338249238889,24.914140988187444,12.5989348085808,1nM,7,1
1nM_136,,0.0,,0.0057540000000000004,7.511379563705621,5.692081497756104,999.999999984412,1nM,0,2
1nM_136,,2.6,407.094009769808,0.0057540000000000004,12.820311017706494,11.358276079607627,308.641005083691,1nM,1,2
1nM_136,,7.8,159.651680750946,0.0057540000000000004,4.3192029635986495,4.318041252714574,5.33606380629326,1nM,2,2
1nM_317,,0.0,,0.0057540000000000004,12.348981967121487,12.21903371243436,5.28500228100809,1nM,0,3
1nM_317,,2.6,441.079021752063,0.0057540000000000004,24.646020512609812,25.180258663628624,250.298244951286,1nM,1,3
1nM_317,,5.2,381.678576234416,0.0057540000000000004,8.856524500371869,8.93596319782862,5.32651907373716,1nM,2,3
1nM_318,,0.0,,0.0057540000000000004,7.254707310769286,7.231021687544097,5.29744425512524,1nM,0,4
1nM_318,,2.6,387.440848436186,0.0057540000000000004,13.860948340147186,13.506147923033263,25.5071971186159,1nM,1,4
1nM_318,,5.2,384.653434837599,0.0057540000000000004,7.200901490969886,6.986819873246249,5.27364038320255,1nM,2,4
1nM_318,,7.8,203.076663541307,0.0057540000000000004,6.057438986731491,5.827333581194775,10.7405128732019,1nM,3,4
1nM_318,,10.4,394.248141299582,0.0057540000000000004,19.134329047896113,19.413380930973222,5.34763196776605,1nM,4,4
1nM_318,,13.0,356.418048017019,0.0057540000000000004,16.946211997483395,17.222311249974286,5.36579448802399,1nM,5,4
1nM_318,,15.6,236.932212584052,0.0057540000000000004,8.707020030354473,8.586079851610044,5.06235486590079,1nM,6,4
1nM_318,,18.2,312.519631381472,0.0057540000000000004,13.599918697479367,12.824071891338143,67.689002346935,1nM,7,4
1nM_318,,20.8,318.954309494867,0.0057540000000000004,26.054366059815003,25.985166683847005,5.28448686439476,1nM,8,4
1nM_318,,23.4,230.174294522815,0.0057540000000000004,26.594065957151212,25.50187354734865,48.4170044784394,1nM,9,4
1nM_318,,26.0,245.219698171692,0.0057540000000000004,44.828657920520165,46.11011791408702,201.389036252087,1nM,10,4
1nM_318,,28.6,196.174033128068,0.0057540000000000004,17.117536881906403,16.08865175421294,89.0304191882512,1nM,11,4
1nM_318,,31.2,250.957807463758,0.0057540000000000004,21.197183779413574,21.431948418461108,5.35524256920539,1nM,12,4
1nM_318,,33.8,232.579317136573,0.0057540000000000004,38.07253898756596,37.268583794833376,92.1776310347589,1nM,13,4
1nM_318,,36.4,187.829630003025,0.0057540000000000004,35.19183329323796,34.17440776409582,60.2968081931148,1nM,14,4
1nM_318,,39.0,185.65322204681,0.0057540000000000004,20.655504119086537,20.48589741037559,19.0872415046537,1nM,15,4
1nM_319,,0.0,,0.0057540000000000004,4.172458208583161,4.1213609647100515,5.28249909713002,1nM,0,5
1nM_319,,2.6,603.450636085162,0.0057540000000000004,25.524917437343728,15.51902249167175,342.478559068159,1nM,1,5
1nM_320,,0.0,,0.006850000000000001,4.770563617399367,3.4998009409572575,115.749242440169,1nM,0,6
1nM_320,,2.6,435.057199716942,0.006850000000000001,12.225897203414583,11.21179085471209,104.20688863771,1nM,1,6
1nM_320,,5.2,156.910459675364,0.006850000000000001,9.251754703495342,9.250679351251446,5.34568160129839,1nM,2,6
1nM_321,,0.0,,0.006850000000000001,3.9016586091989476,3.9120943750846413,5.35020080481019,1nM,0,7
1nM_321,,2.6,568.437112104668,0.006850000000000001,8.739968458800524,7.849406249300909,304.074306259264,1nM,1,7
1nM_321,,5.2,484.181982016764,0.006850000000000001,14.928361503377786,13.68179002232218,162.815958350329,1nM,2,7
1nM_322,,0.0,,0.006850000000000001,5.561206973769252,0.9601876577350927,5.01325696533406,1nM,0,8
1nM_322,,2.6,373.407352138981,0.006850000000000001,9.024027207144535,9.066797930238112,5.35286898446702,1nM,1,8
1nM_322,,5.2,420.026281220239,0.006850000000000001,14.003344650651977,12.995788690452455,122.583136947801,1nM,2,8
1nM_323,,0.0,,0.006850000000000001,29.967940533834632,29.819238640764798,5.28985621742206,1nM,0,9
1nM_323,,2.6,176.525120101277,0.006850000000000001,37.524392024350014,37.380740407553745,5.3960414066983,1nM,1,9
1nM_323,,5.2,165.635500973739,0.006850000000000001,33.14202183617928,32.755154098726976,5.36667467531821,1nM,2,9
1nM_324,,0.0,,0.006850000000000001,5.670959921799951,5.13715493832205,46.9929362050345,1nM,0,10
1nM_324,,2.6,444.377025269032,0.006850000000000001,11.349595535095288,9.799849789166657,127.030129974194,1nM,1,10
1nM_324,,5.2,381.320832433618,0.006850000000000001,11.227654318397784,10.978294597889493,22.221619919384,1nM,2,10
1nM_324,,7.8,355.464445576859,0.006850000000000001,16.77011551054848,16.467939072300883,5.32805453484481,1nM,3,10
1nM_324,,10.4,290.371933039607,0.006850000000000001,20.83503489299088,19.969989330340674,145.452551706162,1nM,4,10
1nM_324,,13.0,354.960316634967,0.006850000000000001,23.231392878947634,19.83493158207481,163.683023619993,1nM,5,10
1nM_324,,15.6,239.035723362733,0.006850000000000001,42.13463269089284,29.915422973005043,155.230257537063,1nM,6,10
1nM_324,,18.2,,0.006850000000000001,,,,1nM,7,10
1nM_324,,20.8,,0.006850000000000001,,,,1nM,8,10
1nM_324,,23.4,,0.006850000000000001,,,,1nM,9,10
1nM_324,,26.0,,0.006850000000000001,,,,1nM,10,10
1nM_324,,28.6,,0.006850000000000001,,,,1nM,11,10
1nM_325,,0.0,,0.006850000000000001,4.965363997953915,4.8708798379786105,5.26912392001033,1nM,0,11
1nM_325,,2.6,413.847795954586,0.006850000000000001,11.50987012581728,10.997289310542143,5.22511455230851,1nM,1,11
1nM_325,,5.2,271.864665037371,0.006850000000000001,24.698594885784313,20.208438178263076,69.8973644247406,1nM,2,11
1nM_325,,7.8,166.060388365679,0.006850000000000001,89.98209993934209,83.71922611311865,522.218554110132,1nM,3,11
1nM_326,,0.0,,0.008768000000000001,9.483577999569468,8.171085817568933,115.977082336128,1nM,0,12
1nM_326,,2.6,183.718837610048,0.008768000000000001,18.128682824517558,17.51639893265504,77.4638617419903,1nM,1,12
1nM_326,,5.2,79.4575812702697,0.008768000000000001,11.090060655689806,10.597493320291337,335.380475289038,1nM,2,12
1nM_327,,0.0,,0.008768000000000001,3.5963966434881702,3.401066384524587,5.22476282939127,1nM,0,13
1nM_327,,2.6,411.612854471139,0.008768000000000001,8.694610435100621,7.260841527665886,246.539314120015,1nM,1,13
1nM_327,,5.2,184.903860901612,0.008768000000000001,3.6347768435815944,1.9625197921031035,168.512100012189,1nM,2,13
1nM_327,,7.8,346.050993674377,0.008768000000000001,7.1659698945790895,3.515398579789262,301.977672067583,1nM,3,13
1nM_327,,10.4,305.691847913272,0.008768000000000001,10.328869566810123,10.348467026071738,5.30532189072408,1nM,4,13
1nM_327,,13.0,150.007137816222,0.008768000000000001,26.33725512145234,22.0565234554784,244.629767632055,1nM,5,13
1nM_327,,15.6,141.193615610326,0.008768000000000001,30.36138430328931,28.42073350546588,342.858884605669,1nM,6,13
1nM_328,,0.0,,0.008768000000000001,4.266259352144695,4.106264715194238,5.23020131927482,1nM,0,14
1nM_328,,2.6,401.185073432606,0.008768000000000001,14.51508930562065,13.64021483402558,34.3150971288584,1nM,1,14
1nM_328,,5.2,265.185163791772,0.008768000000000001,23.590886427667876,21.99247187776738,145.531594787493,1nM,2,14
1nM_328,,7.8,193.26822965159,0.008768000000000001,18.641068488362762,16.300967452627834,999.999999830652,1nM,3,14
1nM_329,,0.0,,0.008768000000000001,4.02785239828514,3.7137728715451943,5.21007981863081,1nM,0,15
1nM_329,,2.6,471.970263789938,0.008768000000000001,2.1146844608775908,1.2012237581023546,4.78636657514137,1nM,1,15
1nM_329,,5.2,439.497791849925,0.008768000000000001,5.323148544503987,4.28004524703938,123.242997022078,1nM,2,15
1nM_329,,7.8,211.660441293685,0.008768000000000001,4.063065491655231,3.7949855575446527,5.22134052778561,1nM,3,15
1nM_329,,10.4,187.874817769189,0.008768000000000001,7.331147274307125,4.944498823706437,207.299319155282,1nM,4,15
1nM_329,,13.0,337.596750795921,0.008768000000000001,7.2229560404143065,6.842522018004765,21.8015028734771,1nM,5,15
1nM_329,,15.6,357.870259510915,0.008768000000000001,14.365190800121894,11.912653085076519,281.813372836457,1nM,6,15
1nM_329,,18.2,220.477906550363,0.008768000000000001,8.832564137582976,6.8919957496619,183.338942624233,1nM,7,15
1nM_329,,20.8,263.101486953537,0.008768000000000001,9.264667466556478,4.5745464024453275,30.5633524989312,1nM,8,15
1nM_329,,23.4,321.443247434271,0.008768000000000001,17.85847885718084,9.217547197753301,999.999999927189,1nM,9,15
1nM_329,,26.0,162.872050331089,0.008768000000000001,14.756330719255704,12.172654348016676,125.540189747897,1nM,10,15
1nM_329,,28.6,319.121793275674,0.008768000000000001,21.65061317549334,19.722100285658488,260.629152317816,1nM,11,15
1nM_329,,31.2,142.338547277105,0.008768000000000001,10.133238476373467,7.824153021196084,168.607772513141,1nM,12,15
1nM_329,,33.8,186.288295057061,0.008768000000000001,21.55141468839701,20.139825714812844,75.5209943235787,1nM,13,15
1nM_330,,0.0,,0.008768000000000001,4.51661666223008,3.5378983050792545,78.2606253201236,1nM,0,16
1nM_330,,2.6,316.278793078225,0.008768000000000001,8.152132930770941,7.3928871232199125,144.1234876757,1nM,1,16
1nM_330,,5.2,184.269419685674,0.008768000000000001,11.393594027703127,10.983361975999923,5.24739706237487,1nM,2,16
1nM_331,,0.0,,0.008768000000000001,12.297292300706761,9.180095978916851,567.439576815982,1nM,0,17
1nM_331,,2.6,303.104462550088,0.008768000000000001,14.144752196551838,13.562602209087819,95.1197551138605,1nM,1,17
1nM_331,,5.2,276.825117866395,0.008768000000000001,22.172415625930775,19.666112473221972,189.917055010778,1nM,2,17
1nM_332,,0.0,,0.008768000000000001,4.174018445043151,4.064874017004231,5.16257212582538,1nM,0,18
1nM_333,,0.0,,0.008768000000000001,5.260049493658651,3.4052341846410616,237.769324886419,1nM,0,19
1nM_333,,2.6,292.246168077023,0.008768000000000001,9.962376705185948,9.857199411454076,239.689571376925,1nM,1,19
1nM_334,,0.0,,0.008768000000000001,17.066323068657194,13.670018951081301,378.556430531185,1nM,0,20
1nM_334,,2.6,,0.008768000000000001,,,,1nM,1,20
1nM_334,,5.2,389.237831876516,0.008768000000000001,9.101963831462802,8.943865740986686,196.085252114079,1nM,2,20
1nM_334,,7.8,326.185608232251,0.008768000000000001,3.9361612047621697,3.7611804427225577,5.25346637620594,1nM,3,20
1nM_334,,10.4,186.968486770342,0.008768000000000001,4.734884858622981,4.404730418556572,4.95565498560546,1nM,4,20
1nM_335,,0.0,,0.008768000000000001,16.367751317565872,12.961518835371036,675.848712060101,1nM,0,21
1nM_335,,2.6,311.727880473899,0.008768000000000001,16.541462036700164,14.71309120284858,85.5948239748801,1nM,1,21
1nM_335,,5.2,303.489415354894,0.008768000000000001,8.065491811553782,5.804194187830289,188.563147135197,1nM,2,21
1nM_335,,7.8,234.713371544846,0.008768000000000001,9.921934818994254,6.894651661168878,220.415203654749,1nM,3,21
1nM_335,,10.4,248.456932633604,0.008768000000000001,18.642511207842176,13.713533160772048,123.840799884549,1nM,4,21
1nM_335,,13.0,158.165756884934,0.008768000000000001,37.61948154587328,30.631206050340044,230.984831260751,1nM,5,21
1nM_335,,15.6,283.082811497289,0.008768000000000001,31.643331139056894,28.37588231255752,64.5444826931481,1nM,6,21
1nM_335,,18.2,231.132722746122,0.008768000000000001,32.15037761749506,25.693335116352802,278.435668554904,1nM,7,21
1nM_335,,20.8,152.594423084316,0.008768000000000001,23.738948285238205,21.654368457782677,75.0134285981637,1nM,8,21
1nM_335,,23.4,197.103337693812,0.008768000000000001,30.452787052482623,27.38610636389427,125.226449956434,1nM,9,21
1nM_335,,26.0,158.805414434052,0.008768000000000001,37.97951819936657,34.70436123624513,96.1365080993296,1nM,10,21
1nM_335,,28.6,112.725936698758,0.008768000000000001,34.390540051103144,31.394543074099676,142.304873389875,1nM,11,21
1nM_336,,0.0,,0.008768000000000001,25.687540715469144,23.41517594469752,117.165341917598,1nM,0,22
1nM_336,,2.6,247.244245110544,0.008768000000000001,28.251875572777184,26.544336897519475,109.149595910546,1nM,1,22
1nM_336,,5.2,283.676560655346,0.008768000000000001,10.162692933589579,8.488305653269663,44.896719294334,1nM,2,22
1nM_337,,0.0,,0.008768000000000001,13.23366534014643,11.560188004322166,84.575425353114,1nM,0,23
1nM_337,,2.6,261.348183302432,0.008768000000000001,25.494364691930574,21.004942963388487,123.072360129399,1nM,1,23
1nM_337,,5.2,164.194330710972,0.008768000000000001,15.283891350686753,15.10181971955845,5.36506868916992,1nM,2,23
1nM_337,,7.8,267.519476068744,0.008768000000000001,35.608627478043985,29.612520854518895,195.597281619423,1nM,3,23
1nM_337,,10.4,170.15279430089,0.008768000000000001,66.10912522812917,63.260754748259856,77.2184490995755,1nM,4,23
1nM_337,,13.0,157.574977787801,0.008768000000000001,54.50083941236433,53.92806429532967,7.79647616202805,1nM,5,23
1nM_338,,0.0,,0.008768000000000001,13.452945005276367,13.305739575283903,5.27657301125467,1nM,0,24
1nM_338,,2.6,331.742211773767,0.008768000000000001,12.549314234825685,7.880520719217253,92.1635249314944,1nM,1,24
1nM_338,,5.2,319.843636674239,0.008768000000000001,37.80880126978033,37.50779047586445,9.40554010852956,1nM,2,24
1nM_338,,7.8,235.753860451072,0.008768000000000001,50.88197676632829,48.852226592240875,26.7815529387603,1nM,3,24
1nM_338,,10.4,112.231636329416,0.008768000000000001,55.44494568241779,54.80539194804637,5.33686968813285,1nM,4,24
1nM_339,,0.0,,0.008768000000000001,3.0543292720620636,3.0010739474401835,5.05413629639601,1nM,0,25
1nM_339,,2.6,379.91953058191,0.008768000000000001,20.418652633701342,18.018874680289986,181.294659702966,1nM,1,25
1nM_339,,5.2,260.746175569184,0.008768000000000001,8.212248572238758,7.903204260180536,30.4907553619389,1nM,2,25
1nM_339,,7.8,231.678143740285,0.008768000000000001,15.613238229169792,10.869382821829717,288.351366656416,1nM,3,25
1nM_339,,10.4,320.346946124846,0.008768000000000001,9.920747541695409,8.212880516401158,999.999999963573,1nM,4,25
1nM_340,,0.0,,0.008768000000000001,15.76692236593785,12.061346788293616,168.377249613865,1nM,0,26
1nM_340,,2.6,223.4311831418,0.008768000000000001,17.557447016389137,15.294755972587186,183.553587555622,1nM,1,26
1nM_340,,5.2,183.469530832073,0.008768000000000001,13.394594340081568,12.201478656356338,41.3710316820028,1nM,2,26
1nM_340,,7.8,177.981803108565,0.008768000000000001,22.416200882873074,19.982286242718544,334.981928353515,1nM,3,26
1nM_341,,0.0,,0.008768000000000001,11.938745659093351,10.553797383805426,113.532739825352,1nM,0,27
1nM_341,,2.6,245.559528906528,0.008768000000000001,11.146932602421705,10.14368171469696,41.4246927431244,1nM,1,27
1nM_341,,5.2,185.811596143365,0.008768000000000001,15.786941375780279,11.61674274712608,999.999999627496,1nM,2,27
1nM_342,,0.0,,0.008768000000000001,,,,1nM,0,28
1nM_342,,2.6,,0.008768000000000001,12.827398741244581,5.839781443803173,211.199928580985,1nM,1,28
1nM_342,,5.2,328.439906894463,0.008768000000000001,11.855003638549976,9.88629488389308,249.276941365042,1nM,2,28
1nM_342,,7.8,272.490727490895,0.008768000000000001,9.520182549445709,7.532456096799418,194.336981533382,1nM,3,28
1nM_342,,10.4,256.836567255378,0.008768000000000001,8.370932916555875,8.189633182316994,8.88115210494916,1nM,4,28
1nM_342,,13.0,255.707005863039,0.008768000000000001,20.214716405818127,14.568869410089459,236.354732264344,1nM,5,28
1nM_342,,15.6,146.884252943999,0.008768000000000001,25.965707960948706,14.907027335896743,999.9999993433,1nM,6,28
1nM_341,,0.0,,0.008768000000000001,4.22605336312247,4.287900281512943,5.33135220686098,1nM,3,27
1nM_341,,2.6,378.547286674366,0.008768000000000001,6.272940321099336,6.0134806396868745,5.00646277768419,1nM,4,27
1nM_341,,5.2,408.513677680814,0.008768000000000001,11.048348181724753,8.157288769742708,157.448738768493,1nM,5,27
1nM_341,,7.8,358.058177442311,0.008768000000000001,8.799553672384418,8.258449783478794,152.222967914799,1nM,6,27
1nM_341,,10.4,281.509799998291,0.008768000000000001,7.042196376998066,6.062842068181254,61.9323639298158,1nM,7,27
1nM_341,,13.0,454.380083072813,0.008768000000000001,10.504019726564032,8.902281999105746,32.8097399256444,1nM,8,27
1nM_341,,15.6,65.1341755976613,0.008768000000000001,14.032516185914035,9.23006632652174,141.662948814812,1nM,9,27
1nM_341,,18.2,289.81985140824,0.008768000000000001,25.344277868450447,18.474098033042633,117.436508447189,1nM,10,27
1nM_341,,20.8,292.147728807941,0.008768000000000001,79.06510104623104,65.98872620552065,999.999999958033,1nM,11,27
1nM_342,,0.0,,0.008768000000000001,20.794494980961968,17.167519207936987,163.298774887394,1nM,7,28
1nM_342,,2.6,309.236927371248,0.008768000000000001,25.063844145168538,18.231021683335825,138.47671106543,1nM,8,28
1nM_342,,5.2,235.418911372387,0.008768000000000001,22.812364999583398,18.211520486415402,56.8224012449016,1nM,9,28
1nM_342,,7.8,161.617429372262,0.008768000000000001,22.015967479991243,10.461406562680883,201.183467851362,1nM,10,28
1nM_343,,0.0,,0.008768000000000001,9.292840184024717,7.364493725819558,69.9433225827676,1nM,0,29
1nM_343,,2.6,269.083713329516,0.008768000000000001,17.434762873114323,15.763727848767935,75.5693558501169,1nM,1,29
1nM_345,,0.0,,0.008768000000000001,12.439314817907986,10.245383071953828,173.684798160492,1nM,0,30
1nM_345,,2.6,296.017263072931,0.008768000000000001,5.68487532875156,3.821973941296185,84.1248649919761,1nM,1,30
1nM_345,,5.2,383.309238268948,0.008768000000000001,14.656897049936845,14.780744100838218,5.351610839118,1nM,2,30
1nM_345,,7.8,286.660337017466,0.008768000000000001,12.66579074723233,8.206500604489731,238.034150380425,1nM,3,30
1nM_345,,10.4,264.762365147104,0.008768000000000001,23.296112761011855,20.309093365548918,84.9810298470976,1nM,4,30
1nM_345,,13.0,201.144472436199,0.008768000000000001,28.213289334802774,27.27203803017665,5.29271344356602,1nM,5,30
1nM_346,,0.0,,0.008768000000000001,9.621310166567861,9.418136042737592,5.30551487589148,1nM,0,31
1nM_346,,2.6,345.787221683438,0.008768000000000001,6.19442793101151,5.83858362541068,61.1286382963107,1nM,1,31
1nM_346,,5.2,336.712728445227,0.008768000000000001,10.462926622724538,9.69714948806279,5.21584192673452,1nM,2,31
1nM_346,,7.8,204.798359244816,0.008768000000000001,16.88045259634199,17.24532979668874,5.39677292088653,1nM,3,31
1nM_346,,10.4,203.261839631418,0.008768000000000001,26.71951059980943,26.94156797856624,5.3206355160082,1nM,4,31
1nM_347,,0.0,,0.008768000000000001,5.725836930422536,4.359168898696704,134.312430588336,1nM,0,32
1nM_347,,2.6,268.521508586708,0.008768000000000001,7.001138273185676,5.642450664579538,89.0719338504561,1nM,1,32
1nM_347,,5.2,392.502271462391,0.008768000000000001,11.474336927339222,10.462786632387589,5.18257268846944,1nM,2,32
1nM_347,,7.8,302.920656766939,0.008768000000000001,14.972213080585858,14.748400127348,11.0483561850247,1nM,3,32
1nM_348,,0.0,,0.008768000000000001,5.4389165229154965,4.924142718867794,4.93276219127919,1nM,0,33
1nM_348,,2.6,424.668524098494,0.008768000000000001,6.689059570074333,6.742618307620746,5.35279123667193,1nM,1,33
1nM_348,,5.2,258.399745988544,0.008768000000000001,10.65608156812427,10.289700639012828,54.0822830767974,1nM,2,33
1nM_348,,7.8,254.845946922359,0.008768000000000001,10.404309921977775,10.247826212370784,5.37673903761093,1nM,3,33
6nM_6,1.0,0.0,,0.04746228,5.666594,2.852888,86.089,6nM,0,0
6nM_6,1.0,2.449,397.06,0.045875820000000005,36.68586,36.27212,5.2945,6nM,1,0
6nM_6,1.0,4.899,247.22,0.04345914,42.297380000000004,38.31342000000001,70.067,6nM,2,0
6nM_6,1.0,7.348,188.69,0.06194318,64.76538000000001,61.06638,85.35,6nM,3,0
6nM_6,1.0,9.813,189.12,0.051358560000000004,42.108320000000006,41.4151,5.0913,6nM,4,0
6nM_6,1.0,12.309,122.96,0.04858842,81.36978,77.35568,305.7,6nM,5,0
6nM_6,1.0,15.382,150.05,0.048793920000000005,86.36206,83.86044000000001,381.03,6nM,6,0
6nM_6,1.0,17.831,162.2,0.07801602,117.17336000000002,110.33980000000001,142.9,6nM,7,0
6nM_6,1.0,20.296,99.35,0.06250488,92.28046000000002,81.26566,139.18,6nM,8,0
6nM_6,1.0,22.761,109.89,0.08703062,115.16768,101.75264000000001,111.22,6nM,9,0
6nM_6,1.0,25.241,56.105,0.11415662,129.04852,119.99556,240.56,6nM,10,0
6nM_6,1.0,27.69,135.75,0.12854984,141.00862,129.48144000000002,140.78,6nM,11,0
6nM_6,1.0,30.614,108.23,0.12044492,89.3788,82.27946,50.466,6nM,12,0
6nM_6,1.0,32.635,172.95,0.13953724,116.53768,108.06286000000001,54.653,6nM,13,0
6nM_6,1.0,35.085,110.44,0.17846990000000001,191.2794,168.67714,119.54,6nM,14,0
6nM_6,1.0,37.565,103.01,0.18097152,176.93001999999998,141.43880000000001,236.11,6nM,15,0
6nM_6,1.0,40.576,166.4,0.19918156,193.14534,173.17348,102.77,6nM,16,0
6nM_6,1.0,43.041,112.17,0.24553962000000001,211.22934,193.49058000000002,86.746,6nM,17,0
6nM_6,1.0,45.49,54.861,0.22629934000000002,141.57854,117.71588000000001,144.46,6nM,18,0
6nM_6,1.0,47.955,80.541,0.22993532000000003,147.53256000000002,125.47830000000002,159.73,6nM,19,0
6nM_10,1.0,0.0,,0.04973922,9.886194,8.811292000000002,4.9846,6nM,0,1
6nM_10,1.0,2.465,,0.046881400000000004,,,,6nM,1,1
6nM_10,1.0,4.914,193.68,0.07313608,48.158240000000006,47.2787,5.0792,6nM,2,1
6nM_10,1.0,7.883,144.78,0.07313608,101.0238,90.71866000000001,62.453,6nM,3,1
6nM_10,1.0,9.828,222.46,0.13718084,141.0278,124.5878,75.201,6nM,4,1
6nM_10,1.0,12.293,61.852,0.23064224000000003,156.49236,114.4909,379.57,6nM,5,1
6nM_10,1.0,14.727,96.103,0.29882440000000005,185.29250000000002,144.42266,223.8,6nM,6,1
6nM_17,2.0,0.0,,0.0796792,27.108738000000006,17.062254000000003,369.4,6nM,0,2
6nM_17,2.0,4.35,96.149,0.08928290000000001,71.33042,56.23302,412.49,6nM,1,2
6nM_17,2.0,5.975,456.93,0.10034976,85.25784,70.83174,338.63,6nM,2,2
6nM_17,2.0,8.8,198.45,0.13204334,77.99958000000001,56.81938,131.88,6nM,3,2
6nM_17,2.0,10.905,235.49,0.18270046,141.31002,105.26532,179.87,6nM,4,2
6nM_17,2.0,13.354,114.64,0.3093734,223.87992000000003,157.32806,296.0,6nM,5,2
6nM_17,2.0,15.803,167.25,0.27160524,201.68592000000004,151.74668,270.46,6nM,6,2
6nM_17,2.0,18.253,120.84,0.22186876000000003,148.11344,115.14028,170.45,6nM,7,2
6nM_17,2.0,20.702,172.26,0.21165678000000002,207.42896,167.25508000000002,177.38,6nM,8,2
6nM_17,2.0,,,0.27501380000000003,,,,6nM,9,2
6nM_17,2.0,23.198,137.98,0.008469888000000002,192.83298,147.44488,179.47,6nM,10,2
6nM_17,2.0,29.812,153.72,0.2974818,303.67420000000004,256.59004000000004,211.57,6nM,11,2
6nM_17,2.0,32.261,110.83,0.31778520000000005,268.41588,218.32594,246.59,6nM,12,2
6nM_17,2.0,34.726,150.29,0.23379872000000002,218.23826000000003,185.33634000000004,138.11,6nM,13,2
6nM_17,2.0,37.191,114.03,0.21604900000000002,234.75498000000005,187.54478000000003,183.74,6nM,14,2
6nM_17,2.0,39.64,154.07,0.26915568,276.603,224.954,185.05,6nM,15,2
6nM_17,2.0,42.089,121.74,0.30956520000000004,270.12564000000003,217.75054000000003,194.59,6nM,16,2
6nM_17,2.0,44.554,196.95,0.3425548,326.745,273.03278000000006,248.32,6nM,17,2
6nM_23,2.0,0.0,,0.23255202000000003,7.770914000000001,6.13486,5.1468,6nM,0,3
6nM_23,2.0,2.404,234.16,0.031707280000000004,13.301056,13.725756000000002,13.712,6nM,1,3
6nM_23,2.0,4.884,282.43,0.10533656000000001,50.01596000000001,34.10752,147.19,6nM,2,3
6nM_23,2.0,7.349,125.81,0.13837548,76.24324000000001,54.02732,321.48,6nM,3,3
6nM_23,2.0,9.814,131.01,0.13617800000000002,80.30666000000001,59.833380000000005,218.25,6nM,4,3
6nM_23,2.0,12.809,135.82,0.14286908,160.12012000000001,127.94704,206.1,6nM,5,3
6nM_23,2.0,15.29,142.29,0.17261726000000002,100.66212,88.07182,57.692,6nM,6,3
6nM_23,2.0,17.739,65.883,0.19463590000000003,98.87290000000002,73.60736000000001,130.65,6nM,7,3
6nM_23,2.0,20.219,90.417,0.23255202000000003,120.74632,87.81152000000002,173.92,6nM,8,3
6nM_23,2.0,22.668,86.788,0.26450042,203.97382000000002,158.04594,347.14,6nM,9,3
6nM_23,2.0,25.149,62.745,0.26593892,201.0612,157.90072,338.01,6nM,10,3
6nM_23,2.0,27.598,74.443,0.22868588,228.05020000000002,195.43598,357.84,6nM,11,3
6nM_23,2.0,30.92,57.389,0.19537569999999999,179.82072000000002,146.25298,261.2,6nM,12,3
6nM_23,2.0,32.496,145.49,0.18084274000000003,157.65412,121.55736,287.26,6nM,13,3
6nM_23,2.0,34.946,78.507,0.18142636,211.83762000000002,162.79162,401.84,6nM,14,3
6nM_23,2.0,37.925,85.496,0.1864844,235.21256,197.96226000000001,383.15,6nM,15,3
6nM_23,2.0,40.421,119.42,0.19391528000000002,263.0674,225.7486,231.91,6nM,16,3
6nM_23,2.0,42.886,138.35,0.21404332000000004,311.7024,268.08982000000003,173.47,6nM,17,3
6nM_23,2.0,45.335,157.67,0.26932008,268.794,222.71816000000004,131.57,6nM,18,3
6nM_23,2.0,47.784,53.543,0.34110260000000003,270.39416,206.34118,218.66,6nM,19,3
6nM_28,3.0,0.0,,0.13190634,,,,6nM,0,4
6nM_28,3.0,2.449,,0.22336206,32.063480000000006,27.931560000000005,35.124,6nM,1,4
6nM_28,3.0,4.883,116.1,0.15555528000000002,75.77196,47.98288,146.32,6nM,2,4
